Puzzles,Avg_Times,Count of Solutions Found
1,0.4604979000000071,1
5,0.449857700000166,1
6,0.45617200000002356,2
8,0.45795959999998104,1
10,0.4662360000000376,1
11,0.4415705999999773,1
12,0.47443779999991875,1
13,0.46599399999990965,1
14,0.44105709999996634,2
17,0.44167860000000303,1
20,0.46455460000004223,1
25,0.4713530000001356,1
29,0.4560311999999612,5
