Puzzles,Avg_Times,Count of Solutions Found
1,0.8832591369997681,100
2,0.8778988740000568,100
3,0.5834351730000344,100
4,0.9390798759999234,100
5,1.700629255318958,94
6,0.2990184190000218,100
7,1.459485386516871,89
8,0.60569373000013,100
9,0.9163347389997216,100
10,1.3737596489999122,100
11,1.20435057900002,100
12,0.595027532000131,100
13,1.6216112112246153,98
14,0.6353887299998314,100
15,1.1937768367346766,98
16,1.5062149939998926,100
17,1.1672890189999452,100
18,1.8488833890001115,100
19,3.090821301123684,89
20,0.7633987999999954,100
21,2.009565126966408,89
22,1.6610416316328025,98
23,1.559504237000001,100
24,1.4729231288660343,97
25,0.37430331299980024,100
26,0.6767381059999389,100
27,1.244271609000025,100
28,0.907943126262663,99
29,0.3276962150001782,100
30,1.4398140139999305,100
